a1,lua,a23_distr,lfa,a45_distr,rho,s2,s4,K,taumax,tcycle,reachability,applied_force,payload,motion_feasibility
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,5.463013485962282,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,18.055390688785277,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,29.95692139508394,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,25.335801044290676,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,9.405551709247682,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,20.946560197394092,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,7.6269415806942416,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,24.571884453291457,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,5.139905377840255,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,5.824339782537287,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,14.16987041366889,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,25.841152304340216,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,26.20230947957941,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,16.069678953307218,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,22.762238687679684,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,29.744696300325806,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,23.984092816935043,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,25.48373908907717,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,16.73045823689428,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,23.44839411058006,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,7.983433558734102,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,12.754403918497701,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,25.571594018686998,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,22.999693846888537,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,5.23913849672208,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,8.64584887437108,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,8.8971223155108,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,9.505358928390198,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,6.402503779845893,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,15.884528022290016,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,28.872054798226532,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,14.067921937436314,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,18.42389958131571,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,24.946663190671277,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,8.047116882494802,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,24.136927039443176,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,16.65095570473597,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,21.850597493630197,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,5.50273396234422,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,16.508616015241337,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,13.01429729624422,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,22.503621436744428,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,11.566410281508322,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,7.152929124182501,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,11.055114748673464,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,29.296339082807894,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,26.73090450748027,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,17.892616557865786,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,13.93198030041867,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,28.13259998134305,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,21.652698673766796,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,15.427483681032035,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,21.270335728154947,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,27.961183309206646,1.7056057308448833,1.0,1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,15.313315242144602,1.7056057308448833,1.0,1.0,1.0,-1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,9.273556358693622,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,5.106595075761359,1.7056057308448833,1.0,-1.0,1.0,1.0
0.33199999999999996,0.36550000000000005,0.5,0.33499999999999996,0.5,1225.0,0.07,0.03955,5.5,17.51380074261853,1.7056057308448833,1.0,1.0,1.0,-1.0
